Code,CDISC_Submission_Value,Codelist_Name,Codelist_Extensible,Assigned_Category,Confidence,Note
C182477,KFSS1SET1OR,Kurtzke Functional System Scores Clinical Classification ORRES the Same as KFSS102A TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182513,KFSS101STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182514,KFSS102STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182516,KFSS103STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182517,KFSS104STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182518,KFSS105STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182519,KFSS106STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS106 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182520,KFSS107STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS107 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182521,KFSS108STR,Kurtzke Functional System Scores Clinical Classification STRESC for KFSS108 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C182515,KFSS1SET1STR,Kurtzke Functional System Scores Clinical Classification STRESC the Same as KFSS102A TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C112443,KFSS1TC,Kurtzke Functional Systems Scores Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112442,KFSS1TN,Kurtzke Functional Systems Scores Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C160922,LBANMET,Laboratory Analytical Method Calculation Formula,Yes,MEASUREMENT_TEST_CODE,HIGH,
C65047,LBTESTCD,Laboratory Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C67154,LBTEST,Laboratory Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C102580,LBSTRESC,Laboratory Test Standard Character Result,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C138215,LPPSS1TC,Lansky Play-Performance Status Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138214,LPPSS1TN,Lansky Play-Performance Status Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C99073,LAT,Laterality,Yes,REFERENCE_VOCABULARY,HIGH,
C101862,LEADABN,Lead Abnormality,Yes,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C101867,LEADSTAT,Lead Status,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C101868,LVEFMRE,Left Ventricular Ejection Fraction Measurement Result,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C101861,LSNCMPX,Lesion Complexity,No,RESULT_VALUE_SET,HIGH,
C135690,LEC01TC,Life Events Checklist for DSM-5 Standard Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C135689,LEC01TN,Life Events Checklist for DSM-5 Standard Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101851,GRSTNLOC,Location of Most Severe Stenosis Within a Graft,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C202306,DPETSCRS,London Deauville Criteria Point Scale 2014,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C154687,LUFATSCD,Lung Cancer Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C154688,LUFATS,Lung Cancer Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C132320,MRFATSCD,Malaria Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C132319,MRFATS,Malaria Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C76348,MARISTAT,Marital Status Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C115406,MPAI1TC,Mayo-Portland Adaptability Inventory-4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115405,MPAI1TN,Mayo-Portland Adaptability Inventory-4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101845,MCRCSPTM,Mechanical Circulatory Support Placement Timing,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C96777,MEDEVAL,Medical Evaluator Identifier,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C124301,MHEDTTYP,Medical History Event Date Type,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C185847,MPSTATRS,Menopause Status Response,No,RESULT_VALUE_SET,HIGH,
C85492,METHOD,Method,Yes,MEASUREMENT_TEST_CODE,MEDIUM,Methodological qualifier used across measurement domains; not a test code per se but same consumer behavior
C100152,MNSI1TC,Michigan Neuropathy Screening Instrument Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100151,MNSI1TN,Michigan Neuropathy Screening Instrument Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C102581,MCIDCERT,Microbial Identification Certainty,No,RESULT_VALUE_SET,HIGH,
C174225,MBFTSDTL,Microbiology Findings Test Details,Yes,MEASUREMENT_TEST_CODE,HIGH,
C128688,MSTESTCD,Microbiology Susceptibility Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C128687,MSTEST,Microbiology Susceptibility Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C213530,MSSTRESC,Microbiology Susceptibility Test Standard Character Result,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C120527,MBTESTCD,Microbiology Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C120528,MBTEST,Microbiology Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C85491,MICROORG,Microorganism,Yes,REFERENCE_VOCABULARY,HIGH,
C125922,MIFTSDTL,Microscopic Findings Test Details,Yes,MEASUREMENT_TEST_CODE,HIGH,
C150770,MMS2TC,Mini-Mental State Examination 2 Standard Version Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150769,MMS2TN,Mini-Mental State Examination 2 Standard Version Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100142,MMS1TC,Mini-Mental State Examination Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100141,MMS1TN,Mini-Mental State Examination Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C202147,MTWSR101T15OR,Minnesota Tobacco Withdrawal Scale-Revised Clinical Classification ORRES for MTWSR101 Through MTWSR115 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C202148,MTWSR101T15STR,Minnesota Tobacco Withdrawal Scale-Revised Clinical Classification STRESC for MTWSR101 Through MTWSR115 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C202146,MTWSR1TC,Minnesota Tobacco Withdrawal Scale-Revised Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C202145,MTWSR1TN,Minnesota Tobacco Withdrawal Scale-Revised Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C181165,MODDLV,Mode of Delivery,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C127265,MODTRN,Mode of Disease Transmission,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C171445,CNTMODE,Mode of Subject Contact,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C213936,MELD02TC,Model for End Stage Liver Disease - Serum Na 2008 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C213935,MELD02TN,Model for End Stage Liver Disease - Serum Na 2008 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C120991,MELD01TC,Model for End Stage Liver Disease Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C120990,MELD01TN,Model for End Stage Liver Disease Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C213934,MCEQ01TC,Modified Cigarette Evaluation Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C213933,MCEQ01TN,Modified Cigarette Evaluation Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C113858,MFIS01TC,Modified Fatigue Impact Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C113857,MFIS01TN,Modified Fatigue Impact Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112445,MHIS01TC,Modified Hachinski Ischemic Scale-NACC Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112444,MHIS01TN,Modified Hachinski Ischemic Scale-NACC Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C106669,MMRC01TC,Modified Medical Research Council Dyspnea Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106668,MMRC01TN,Modified Medical Research Council Dyspnea Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C111348,MRS01TC,Modified Rankin Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C111347,MRS01TN,Modified Rankin Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190893,MVAI101OR,Modified Van Assche Index Clinical Classification ORRES for MVAI101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190895,MVAI102OR,Modified Van Assche Index Clinical Classification ORRES for MVAI102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190897,MVAI103OR,Modified Van Assche Index Clinical Classification ORRES for MVAI103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190899,MVAI104OR,Modified Van Assche Index Clinical Classification ORRES for MVAI104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190901,MVAI105OR,Modified Van Assche Index Clinical Classification ORRES for MVAI105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190894,MVAI101STR,Modified Van Assche Index Clinical Classification STRESC for MVAI101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190896,MVAI102STR,Modified Van Assche Index Clinical Classification STRESC for MVAI102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190898,MVAI103STR,Modified Van Assche Index Clinical Classification STRESC for MVAI103 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190900,MVAI104STR,Modified Van Assche Index Clinical Classification STRESC for MVAI104 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190902,MVAI105STR,Modified Van Assche Index Clinical Classification STRESC for MVAI105 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C190930,MVAI1TC,Modified Van Assche Index Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190929,MVAI1TN,Modified Van Assche Index Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190928,MCHR01TC,Montreal Classification for Crohn's Disease Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190927,MCHR01TN,Montreal Classification for Crohn's Disease Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100140,UPD2TC,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100139,UPD2TN,Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C117741,MSFATSCD,Multiple Sclerosis Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C117740,MSFATS,Multiple Sclerosis Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C113860,MSQL1TC,Multiple Sclerosis Quality of Life-54 Instrument Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C113859,MSQL1TN,Multiple Sclerosis Quality of Life-54 Instrument Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127269,MUSCTSCD,Musculoskeletal System Finding Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C127270,MUSCTS,Musculoskeletal System Finding Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C129092,FAC028TC,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Bladder Symptom Index-18 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129091,FAC028TN,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Bladder Symptom Index-18 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150786,FAC030TC,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Brain Symptom Index-24 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150785,FAC030TN,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Brain Symptom Index-24 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150788,FAC036TC,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Head & Neck Symptom Index-22 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150787,FAC036TN,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Head & Neck Symptom Index-22 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129090,FAC042TC,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Kidney Symptom Index-19 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129089,FAC042TN,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Kidney Symptom Index-19 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129098,FAC050TC,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Ovarian Symptom Index-18 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C129097,FAC050TN,National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Ovarian Symptom Index-18 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C171355,NEWS1TC,National Early Warning Score 2 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C171354,NEWS1TN,National Early Warning Score 2 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112453,VFQ1TC,National Eye Institute Visual Functioning Questionnaire - 25 Version 2000 Interviewer-Administered Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112452,VFQ1TN,National Eye Institute Visual Functioning Questionnaire - 25 Version 2000 Interviewer-Administered Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C112455,VFQ2TC,National Eye Institute Visual Functioning Questionnaire - 25 Version 2000 Self-Administered Format Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112454,VFQ2TN,National Eye Institute Visual Functioning Questionnaire - 25 Version 2000 Self-Administered Format Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C208380,NY1TC,National Youth Tobacco Survey 2022 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C208379,NY1TN,National Youth Tobacco Survey 2022 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C120993,NSA01TC,Negative Symptom Assessment-16 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C120992,NSA01TN,Negative Symptom Assessment-16 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C116104,NVTESTCD,Nervous System Findings Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C116103,NVTEST,Nervous System Findings Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C103473,NPS01TC,Neuropathic Pain Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103472,NPS01TN,Neuropathic Pain Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100144,NPI1TC,Neuropsychiatric Inventory Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100143,NPI1TN,Neuropsychiatric Inventory Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C78738,NCF,Never/Current/Former Classification,No,RESULT_VALUE_SET,HIGH,
C101839,NYHAC,New York Heart Association Classification,No,RESULT_VALUE_SET,HIGH,
C115392,NHPT01TC,Nine-Hole Peg Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115391,NHPT01TN,Nine-Hole Peg Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C66742,NY,No Yes Response,No,RESULT_VALUE_SET,HIGH,
C179590,OIPRM,Non-host Organism Identifier Parameters,Yes,REFERENCE_VOCABULARY,HIGH,Taxonomic nomenclature parameter names for microorganisms
C179591,OIPRMCD,Non-host Organism Identifier Parameters Code,Yes,REFERENCE_VOCABULARY,HIGH,Taxonomic nomenclature parameter codes for microorganisms
C154455,NSCLC1TC,Non-Small Cell Lung Cancer Symptom Assessment Questionnaire v1.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C154454,NSCLC1TN,Non-Small Cell Lung Cancer Symptom Assessment Questionnaire v1.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101855,NSYSPCID,Non-system Reason for PCI Delay,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C101834,NORMABNM,Normal Abnormal Response,No,RESULT_VALUE_SET,HIGH,
C132517,NSAA1TC,North Star Ambulatory Assessment Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C132516,NSAA1TN,North Star Ambulatory Assessment Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C66789,ND,Not Done,No,GENERAL_FLAG,MEDIUM,"Cross-domain binary/flag — not domain-specific, used wherever a simple indicator is needed"
C213529,NOTGRDRS,Nottingham Histologic Grade Response,No,RESULT_VALUE_SET,HIGH,
C154685,NTFATSCD,Nutrition Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C154686,NTFATS,Nutrition Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C127259,OBSSMO,Observational Study Model,Yes,TRIAL_DESIGN,HIGH,
C127260,OBSSSM,Observational Study Sampling Method,Yes,TRIAL_DESIGN,HIGH,
C127261,OBSSTP,Observational Study Time Perspective,Yes,TRIAL_DESIGN,HIGH,
C199495,OGI01TC,Observer Global Impression Generic Modification Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C199494,OGI01TN,Observer Global Impression Generic Modification Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C96785,ONCRSR,Oncology Response Assessment Result,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C96782,ONCRTSCD,Oncology Response Assessment Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C96781,ONCRTS,Oncology Response Assessment Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C117743,OETESTCD,Ophthalmic Exam Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C117742,OETEST,Ophthalmic Exam Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C119013,OEFOCUS,Ophthalmic Focus of Study Specific Interest,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C150811,OTHEVENT,Other Disposition Event Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66768,OUT,Outcome of Event,No,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C115394,PASAT1TC,Paced Auditory Serial Addition Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115393,PASAT1TN,Paced Auditory Serial Addition Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150772,PTAP1TC,Paced Tapping Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150771,PTAP1TN,Paced Tapping Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C105134,PI01TC,Pain Intensity Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C105133,PI01TN,Pain Intensity Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C105136,PR01TC,Pain Relief Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C105135,PR01TN,Pain Relief Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C179592,PAFATSCD,Pancreatic Cancer Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C179593,PAFATS,Pancreatic Cancer Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C112447,PDDS01TC,Patient Determined Disease Steps Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C112446,PDDS01TN,Patient Determined Disease Steps Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C135688,PGI01TC,Patient Global Impression Generic Modification Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C135687,PGI01TN,Patient Global Impression Generic Modification Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103483,PHQ02TC,Patient Health Questionnaire - 15 Item Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103482,PHQ02TN,Patient Health Questionnaire - 15 Item Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C157727,PHQ04TC,Patient Health Questionnaire - 2 Item Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C157726,PHQ04TN,Patient Health Questionnaire - 2 Item Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190940,PHQ05TC,Patient Health Questionnaire - 8 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190939,PHQ05TN,Patient Health Questionnaire - 8 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103481,PHQ01TC,Patient Health Questionnaire - 9 Item Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103480,PHQ01TN,Patient Health Questionnaire - 9 Item Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C213939,PHQ0101T09OR,Patient Health Questionnaire - 9 Questionnaire ORRES for PHQ0101 Through PHQ0109 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C213940,PHQ0110OR,Patient Health Questionnaire - 9 Questionnaire ORRES for PHQ0110 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C213941,PHQ0101T09STR,Patient Health Questionnaire - 9 Questionnaire STRESC for PHQ0101 Through PHQ0109 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C213942,PHQ0110STR,Patient Health Questionnaire - 9 Questionnaire STRESC for PHQ0110 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C125749,PHQ03TC,Patient Health Questionnaire Screener Version Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C125748,PHQ03TN,Patient Health Questionnaire Screener Version Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C179942,PT01TC,Patient-Reported Outcomes Version of the Common Terminology Criteria for Adverse Events Item Library Version 1.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C179941,PT01TN,Patient-Reported Outcomes Version of the Common Terminology Criteria for Adverse Events Item Library Version 1.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C190865,PDFATSCD,Pediatric Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C190864,PDFATS,Pediatric Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C147546,FAC099TC,Pediatric Functional Assessment of Chronic Illness Therapy-Fatigue Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147545,FAC099TN,Pediatric Functional Assessment of Chronic Illness Therapy-Fatigue Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C135696,PODCI2TC,"Pediatric Outcomes Data Collection Instrument, Adolescent Parent-Reported Version Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C135695,PODCI2TN,"Pediatric Outcomes Data Collection Instrument, Adolescent Parent-Reported Version Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C135698,PODCI3TC,"Pediatric Outcomes Data Collection Instrument, Adolescent Self-Reported Version Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C135697,PODCI3TN,"Pediatric Outcomes Data Collection Instrument, Adolescent Self-Reported Version Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C135694,PODCI1TC,"Pediatric Outcomes Data Collection Instrument, Pediatric Parent-Reported Version Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C135693,PODCI1TN,"Pediatric Outcomes Data Collection Instrument, Pediatric Parent-Reported Version Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C138231,PQL15TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Child Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138230,PQL15TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Child Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138227,PQL14TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Child Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138226,PQL14TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Child Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138233,PQL13TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Teen Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138232,PQL13TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Teen Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138239,PQL12TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Teen Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138238,PQL12TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Teen Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138229,PQL18TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Toddler Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138228,PQL18TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Toddler Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138235,PQL11TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Adult Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138234,PQL11TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Adult Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138241,PQL10TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Adult Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138240,PQL10TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Adult Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C138237,PQL17TC,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Child Parent Report Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C138236,PQL17TN,Pediatric Quality of Life Neuromuscular Module Acute Version 3 Young Child Parent Report Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
